marka,ban növü,rəng,mühərrik,sürətlər qutusu,yeni,vəziyyəti,yürüş,yaş,qiymət
26,11,3,0,0,1,3,29000.0,3.0,45050
45,12,4,0,0,1,3,42426.0,11.0,15700
54,9,0,3,0,1,2,29500.0,2.0,104550
3,9,0,0,0,1,3,62000.0,8.0,61030
45,2,0,0,0,1,3,42462.0,9.0,14800
3,11,0,0,0,1,3,87000.0,12.0,43350
6,9,7,0,0,0,3,0.0,1.0,58900
45,2,4,0,0,1,3,20600.0,10.0,14200
30,9,6,0,0,1,3,163000.0,11.0,40970
26,12,7,0,1,1,3,242000.0,15.0,14000
18,9,2,3,0,1,0,4200.0,3.0,44030
18,11,13,4,0,1,3,311500.0,8.0,24900
20,13,4,0,1,0,3,0.0,1.0,27500
21,9,0,0,0,0,3,0.0,1.0,47900
17,1,0,1,1,0,3,0.0,2.0,123500
41,11,2,0,0,0,3,0.0,1.0,49130
42,11,0,0,0,1,3,142000.0,5.0,53550
26,11,13,3,0,1,2,6100.0,2.0,51000
35,9,0,0,0,1,3,35000.0,4.0,132430
42,9,2,0,0,1,3,17500.0,2.0,217600
18,1,0,1,1,1,3,188604.0,15.0,18500
26,11,3,0,0,1,3,185000.0,11.0,19000
26,11,7,1,0,1,3,138000.0,8.0,25300
26,0,0,1,1,1,3,310000.0,11.0,68000
34,11,7,0,1,1,3,270000.0,15.0,8000
42,11,0,0,0,1,3,60500.0,9.0,53550
34,11,12,0,1,1,3,33432.0,24.0,3000
47,9,7,0,0,1,3,158000.0,12.0,47600
54,9,0,0,0,1,3,63546.0,6.0,133450
3,11,3,1,0,1,3,150000.0,8.0,42330
57,9,0,2,0,1,3,1350.0,2.0,58650
10,11,12,0,0,1,3,164000.0,10.0,15600
18,1,0,1,1,1,3,350460.0,24.0,17000
42,9,7,0,0,0,3,0.0,1.0,233750
26,11,0,0,0,1,3,176000.0,12.0,21600
45,9,1,0,0,1,3,228000.0,16.0,19500
45,2,10,0,0,1,3,67093.0,9.0,14800
34,11,0,0,1,1,3,44000.0,21.0,5000
54,11,13,0,0,1,3,38000.0,7.0,44030
26,11,3,0,0,1,3,29000.0,3.0,45050
45,12,4,0,0,1,3,42426.0,11.0,15700
54,9,0,3,0,1,3,29500.0,2.0,104550
3,9,0,0,0,1,3,62000.0,8.0,61030
45,2,0,0,0,1,3,42462.0,9.0,14800
3,11,0,0,0,1,3,87000.0,12.0,43350
45,2,7,0,0,1,3,33145.0,11.0,14900
27,9,0,0,0,0,3,0.0,1.0,91630
37,11,4,3,0,0,3,0.0,2.0,86700
54,11,5,3,0,1,2,23500.0,2.0,53550
42,11,3,1,0,1,3,249000.0,22.0,16200
26,11,3,0,0,1,3,153259.0,12.0,18400
22,13,8,1,1,1,3,365488.0,15.0,36700
54,2,7,1,2,1,3,170000.0,18.0,15500
18,11,3,0,0,1,3,155000.0,6.0,22500
26,11,3,0,0,1,3,79000.0,10.0,21500
35,9,2,1,0,1,3,299200.0,20.0,32000
32,11,0,1,1,1,3,151230.0,3.0,6500
42,2,4,0,0,1,3,113000.0,15.0,13800
54,9,0,0,0,1,3,158300.0,12.0,48450
3,11,0,0,0,1,3,169000.0,8.0,38420
34,11,7,0,1,1,3,270000.0,15.0,8000
42,11,0,0,0,1,3,60500.0,9.0,53550
34,11,12,0,1,1,3,33432.0,24.0,3000
47,9,7,0,0,1,3,158000.0,12.0,47600
54,9,0,0,0,1,3,63546.0,6.0,133450
3,11,3,1,0,1,2,150000.0,8.0,42330
57,9,0,2,0,1,3,1350.0,2.0,58650
10,11,12,0,0,1,3,164000.0,10.0,15600
18,1,0,1,1,1,3,350460.0,24.0,17000
42,9,7,0,0,0,3,0.0,1.0,233750
26,11,0,0,0,1,3,176000.0,12.0,21600
45,9,1,0,0,1,3,228000.0,16.0,19500
45,2,10,0,0,1,3,67093.0,9.0,14800
34,11,0,0,1,1,3,44000.0,21.0,5000
54,11,13,0,0,1,3,38000.0,7.0,44030
26,11,3,0,0,1,3,29000.0,3.0,45050
45,12,4,0,0,1,3,42426.0,11.0,15700
54,9,0,3,0,1,3,29500.0,2.0,104550
58,11,7,2,0,0,3,0.0,1.0,106930
42,4,7,0,0,0,3,0.0,1.0,238719
47,5,7,0,0,1,3,78000.0,7.0,130050
35,9,7,0,0,1,3,46000.0,5.0,220150
3,9,0,4,0,1,3,158138.0,8.0,71400
26,11,4,1,0,1,3,150000.0,12.0,19500
33,11,12,0,0,1,3,115588.0,8.0,29900
2,11,7,0,0,1,3,185000.0,14.0,21000
3,9,7,0,0,1,3,195000.0,9.0,53550
30,9,7,0,0,1,3,243309.0,12.0,36500
26,11,0,0,0,1,3,41500.0,5.0,28700
35,9,7,0,0,0,3,0.0,1.0,537030
54,11,13,0,0,1,3,195000.0,11.0,26000
42,2,4,0,0,1,3,113000.0,15.0,13800
54,9,0,0,0,1,3,158300.0,12.0,48450
3,11,0,0,0,1,2,169000.0,8.0,38420
34,11,7,0,1,1,3,270000.0,15.0,8000
42,11,0,0,0,1,3,60500.0,9.0,53550
34,11,12,0,1,1,3,33432.0,24.0,3000
47,9,7,0,0,1,3,158000.0,12.0,47600
54,9,0,0,0,1,3,63546.0,6.0,133450
3,11,3,1,0,1,3,150000.0,8.0,42330
57,9,0,2,0,1,3,1350.0,2.0,58650
10,11,12,0,0,1,2,164000.0,10.0,15600
18,1,0,1,1,1,3,350460.0,24.0,17000
42,9,7,0,0,0,3,0.0,1.0,233750
26,11,0,0,0,1,3,176000.0,12.0,21600
45,9,1,0,0,1,3,228000.0,16.0,19500
45,2,10,0,0,1,3,67093.0,9.0,14800
34,11,0,0,1,1,3,44000.0,21.0,5000
17,3,8,0,2,0,2,0.0,1.0,35615
35,9,7,0,0,1,3,143000.0,9.0,60860
42,9,7,2,0,0,3,0.0,3.0,229500
41,9,0,0,0,0,3,0.0,1.0,64430
3,11,2,0,0,1,3,44500.0,11.0,31800
54,11,7,0,0,0,3,0.0,1.0,64770
42,9,0,1,1,1,3,148000.0,26.0,40000
33,12,0,1,0,1,3,202000.0,14.0,19500
26,11,0,1,0,1,2,360000.0,15.0,18500
35,9,0,0,0,1,3,91000.0,10.0,67150
42,11,4,0,0,1,3,252000.0,26.0,11900
34,2,7,0,1,1,3,359850.0,13.0,9800
42,11,7,0,0,1,3,247000.0,20.0,15800
35,9,7,0,0,0,3,0.0,1.0,537030
54,11,13,0,0,1,3,195000.0,11.0,26000
42,2,4,0,0,1,3,113000.0,15.0,13800
54,9,0,0,0,1,3,158300.0,12.0,48450
3,11,0,0,0,1,3,169000.0,8.0,38420
34,11,7,0,1,1,3,270000.0,15.0,8000
42,11,0,0,0,1,3,60500.0,9.0,53550
34,11,12,0,1,1,3,33432.0,24.0,3000
47,9,7,0,0,1,2,158000.0,12.0,47600
54,9,0,0,0,1,3,63546.0,6.0,133450
3,11,3,1,0,1,3,150000.0,8.0,42330
57,9,0,2,0,1,3,1350.0,2.0,58650
10,11,12,0,0,1,3,164000.0,10.0,15600
18,1,0,1,1,1,3,350460.0,24.0,17000
42,9,7,0,0,0,3,0.0,1.0,233750
26,11,0,0,0,1,3,176000.0,12.0,21600
45,9,1,0,0,1,3,228000.0,16.0,19500
35,9,0,0,0,1,3,218871.0,9.0,74800
2,9,2,0,0,0,3,0.0,1.0,106470
27,9,0,0,0,1,3,280000.0,14.0,32130
3,11,7,0,0,1,2,117000.0,7.0,67150
42,7,0,1,1,1,3,350000.0,16.0,27200
3,11,7,0,0,1,3,88000.0,10.0,31200
3,11,7,0,0,1,3,122500.0,6.0,67150
26,11,7,0,0,1,3,128426.0,9.0,23500
26,9,0,0,0,1,3,163500.0,12.0,24800
45,2,7,0,0,1,3,32562.0,9.0,14700
50,5,7,0,0,1,3,69200.0,3.0,26700
33,9,4,1,0,1,3,131000.0,8.0,37400
3,11,13,4,0,1,3,26000.0,2.0,98600
33,9,7,1,0,1,3,142270.0,9.0,39600
54,9,0,1,0,0,3,0.0,1.0,152218
35,9,7,0,0,1,2,79000.0,5.0,168300
2,9,10,0,0,1,3,73500.0,9.0,65450
33,9,0,1,0,1,3,156000.0,10.0,29500
35,9,0,0,0,1,3,56000.0,5.0,151300
42,11,4,0,0,1,3,276000.0,26.0,13500
42,11,7,0,0,1,3,247000.0,20.0,15800
35,9,7,0,0,0,3,0.0,1.0,537030
54,11,13,0,0,1,3,195000.0,11.0,26000
42,2,4,0,0,1,3,113000.0,15.0,13800
54,9,0,0,0,1,2,158300.0,12.0,48450
3,11,0,0,0,1,2,169000.0,8.0,38420
34,11,7,0,1,1,3,270000.0,15.0,8000
42,11,0,0,0,1,3,60500.0,9.0,53550
34,11,12,0,1,1,3,33432.0,24.0,3000
52,9,7,0,3,0,3,0.0,1.0,69530
51,9,7,2,0,0,3,0.0,1.0,84490
33,9,2,1,0,1,3,162000.0,9.0,43900
48,11,3,0,0,1,3,73200.0,7.0,35500
42,9,7,0,0,1,3,25600.0,4.0,365500
26,9,13,1,0,1,2,99800.0,6.0,53200
53,2,8,0,0,1,3,190000.0,13.0,12300
35,9,0,0,0,1,3,160000.0,8.0,64600
34,9,7,0,1,1,3,34000.0,3.0,20700
18,11,13,3,0,1,3,95000.0,6.0,27300
26,11,2,0,0,1,3,200000.0,10.0,22500
42,7,0,1,0,1,3,410000.0,14.0,28300
2,9,7,0,0,1,3,234500.0,10.0,40900
57,9,3,2,0,0,3,0.0,1.0,57630
54,9,7,0,0,1,3,175000.0,16.0,34500
26,9,0,1,0,1,2,151000.0,10.0,38900
3,11,13,4,0,1,3,26000.0,2.0,98600
33,9,7,1,0,1,3,142270.0,9.0,39600
54,9,0,1,0,0,3,0.0,1.0,152218
35,9,7,0,0,1,3,79000.0,5.0,168300
2,9,10,0,0,1,3,73500.0,9.0,65450
33,9,0,1,0,1,3,156000.0,10.0,29500
35,9,0,0,0,1,3,56000.0,5.0,151300
42,11,4,0,0,1,3,276000.0,26.0,13500
42,11,7,0,0,1,3,247000.0,20.0,15800
35,9,7,0,0,0,3,0.0,1.0,537030
54,11,13,0,0,1,3,195000.0,11.0,26000
42,2,4,0,0,1,3,113000.0,15.0,13800
43,9,7,0,0,0,3,0.0,1.0,544000
57,9,5,2,0,0,3,0.0,2.0,50830
21,9,7,3,0,0,3,0.0,1.0,51900
9,9,2,0,0,0,3,0.0,1.0,29900
42,6,11,1,1,1,3,265000.0,30.0,12300
45,2,12,0,0,1,3,19100.0,10.0,14450
18,1,0,1,1,1,3,188604.0,15.0,18500
42,11,0,0,0,1,3,199500.0,12.0,40460
45,9,0,0,0,1,3,285845.0,17.0,17300
26,11,8,0,0,1,3,210824.0,11.0,21000
25,11,7,3,0,1,3,12000.0,2.0,32640
54,9,0,0,0,1,3,36578.0,7.0,108800
10,11,7,0,0,1,3,202135.0,11.0,14200
44,9,0,0,0,1,3,114000.0,17.0,27300
42,7,0,1,0,1,3,410000.0,14.0,28300
2,9,7,0,0,1,3,234500.0,10.0,40900
57,9,3,2,0,0,3,0.0,1.0,57630
54,9,7,0,0,1,3,175000.0,16.0,34500
26,9,0,1,0,1,3,151000.0,10.0,38900
3,11,13,4,0,1,3,26000.0,2.0,98600
33,9,7,1,0,1,3,142270.0,9.0,39600
54,9,0,1,0,0,3,0.0,1.0,152218
35,9,7,0,0,1,3,79000.0,5.0,168300
2,9,10,0,0,1,3,73500.0,9.0,65450
33,9,0,1,0,1,3,156000.0,10.0,29500
35,9,0,0,0,1,3,56000.0,5.0,151300
42,11,4,0,0,1,3,276000.0,26.0,13500
42,11,7,0,0,1,3,247000.0,20.0,15800
35,9,7,0,0,0,3,0.0,1.0,537030
54,11,13,0,0,1,3,195000.0,11.0,26000
10,11,14,0,0,1,3,190000.0,10.0,14200
3,11,3,0,0,1,3,8000.0,3.0,270300
26,9,3,3,0,0,3,0.0,1.0,53500
54,9,7,3,0,0,3,0.0,1.0,113050
33,11,7,0,0,1,3,113.0,3.0,30500
45,11,7,0,0,1,3,41000.0,4.0,45560
46,12,3,1,1,1,3,364595.0,19.0,9300
33,9,13,1,0,1,3,183000.0,8.0,38400
10,11,4,0,0,1,3,66000.0,7.0,21300
50,11,10,0,0,1,3,105000.0,5.0,32900
42,9,7,0,0,1,3,26000.0,4.0,372300
12,1,0,0,1,0,3,0.0,2.0,24400
37,9,0,0,0,1,3,185000.0,14.0,43700
45,11,9,0,0,1,3,285000.0,14.0,12600
18,1,0,1,1,1,3,168500.0,13.0,27800
44,9,0,0,0,1,3,194000.0,17.0,21900
34,9,0,0,1,1,3,4000.0,2.0,18800
54,11,13,3,0,1,3,19900.0,3.0,59500
18,11,7,0,0,1,3,96000.0,10.0,21900
33,11,13,0,0,1,3,48280.0,5.0,29800
10,11,7,0,0,1,3,202135.0,11.0,14200
44,9,0,0,0,1,3,114000.0,17.0,27300
42,7,0,1,0,1,3,410000.0,14.0,28300
2,9,7,0,0,1,3,234500.0,10.0,40900
57,9,3,2,0,0,3,0.0,1.0,57630
54,9,7,0,0,1,3,175000.0,16.0,34500
26,9,0,1,0,1,3,151000.0,10.0,38900
3,11,13,4,0,1,3,26000.0,2.0,98600
33,9,7,1,0,1,3,142270.0,9.0,39600
54,9,0,1,0,0,3,0.0,1.0,152218
35,9,7,0,0,1,3,79000.0,5.0,168300
51,9,3,4,0,0,3,0.0,1.0,69700
35,9,13,0,0,1,3,90000.0,5.0,147898
52,9,4,0,3,0,3,0.0,1.0,69530
3,9,7,0,0,1,3,27000.0,3.0,201450
54,5,8,3,3,1,3,320000.0,15.0,12500
33,9,10,1,0,1,3,193271.0,12.0,28000
3,4,0,0,0,1,3,28800.0,3.0,90100
3,9,3,0,0,1,3,248000.0,23.0,13300
42,11,7,0,0,1,3,166105.0,12.0,23900
2,11,7,0,2,1,3,62000.0,6.0,59500
26,11,0,0,0,1,3,61500.0,7.0,36500
2,9,2,0,0,1,3,56000.0,6.0,113560
3,9,0,4,3,1,3,59850.0,8.0,73100
54,5,4,3,0,1,3,237000.0,19.0,11800
4,11,0,0,0,1,3,77000.0,20.0,28000
54,11,0,0,0,1,3,173258.0,11.0,23000
26,9,0,1,0,1,3,160000.0,9.0,26800
34,11,12,0,1,1,3,10000.0,23.0,5500
26,9,0,0,0,1,3,210000.0,16.0,21000
12,1,0,0,1,0,3,0.0,2.0,24400
37,9,0,0,0,1,3,185000.0,14.0,43700
45,11,9,0,0,1,3,285000.0,14.0,12600
18,1,0,1,1,1,3,168500.0,13.0,27800
44,9,0,0,0,1,3,194000.0,17.0,21900
34,9,0,0,1,1,3,4000.0,2.0,18800
54,11,13,3,0,1,3,19900.0,3.0,59500
18,11,7,0,0,1,3,96000.0,10.0,21900
33,11,13,0,0,1,3,48280.0,5.0,29800
10,11,7,0,0,1,3,202135.0,11.0,14200
44,9,0,0,0,1,3,114000.0,17.0,27300
42,7,0,1,0,1,3,410000.0,14.0,28300
2,9,7,0,0,1,3,234500.0,10.0,40900
57,9,3,2,0,0,3,0.0,1.0,57630
54,9,7,0,0,1,3,175000.0,16.0,34500
54,9,0,1,0,0,3,0.0,2.0,116518
26,11,0,0,0,1,3,150100.0,9.0,23900
41,9,0,0,0,0,3,0.0,1.0,64430
42,11,2,4,0,1,3,25000.0,3.0,84660
42,1,0,1,1,1,3,210000.0,17.0,20200
35,9,0,1,0,1,3,117000.0,6.0,79900
54,5,8,3,3,1,3,320000.0,15.0,12500
34,9,14,0,1,1,3,200000.0,11.0,11600
42,11,7,0,0,1,3,38000.0,6.0,58140
2,11,13,0,0,1,3,153000.0,10.0,57630
37,11,3,0,0,1,3,195000.0,18.0,15800
34,9,0,0,1,1,3,186500.0,10.0,8700
26,11,7,3,0,0,3,0.0,1.0,84150
18,11,7,0,0,1,3,138800.0,6.0,26500
18,13,0,1,1,1,3,216000.0,16.0,29500
25,11,0,3,0,1,3,208000.0,15.0,13500
3,9,0,4,3,1,3,59850.0,8.0,73100
54,5,4,3,0,1,3,237000.0,19.0,11800
4,11,0,0,0,1,3,77000.0,20.0,28000
54,11,0,0,0,1,3,173258.0,11.0,23000
26,9,0,1,0,1,3,160000.0,9.0,26800
34,11,12,0,1,1,3,10000.0,23.0,5500
26,9,0,0,0,1,3,210000.0,16.0,21000
12,1,0,0,1,0,3,0.0,2.0,24400
37,9,0,0,0,1,3,185000.0,14.0,43700
45,11,9,0,0,1,3,285000.0,14.0,12600
18,1,0,1,1,1,3,168500.0,13.0,27800
44,9,0,0,0,1,3,194000.0,17.0,21900
34,9,0,0,1,1,3,4000.0,2.0,18800
54,11,13,3,0,1,3,19900.0,3.0,59500
18,11,7,0,0,1,3,96000.0,10.0,21900
33,11,13,0,0,1,3,48280.0,5.0,29800
10,11,7,0,0,1,3,202135.0,11.0,14200
42,9,0,0,0,1,3,127400.0,6.0,82450
36,9,4,2,0,0,3,0.0,1.0,59900
35,9,7,0,0,0,3,0.0,1.0,158800
33,9,13,1,0,1,3,167000.0,10.0,29500
44,9,7,0,0,1,3,250000.0,17.0,22500
2,9,7,0,0,1,3,110000.0,5.0,67830
33,9,0,1,0,1,3,119000.0,9.0,39900
2,9,7,0,0,1,3,1700.0,1.0,113900
33,9,0,1,0,1,3,119000.0,7.0,41500
54,5,14,3,0,1,3,297000.0,16.0,12500
54,11,7,0,0,0,3,0.0,1.0,64770
26,11,4,0,0,1,3,219853.0,19.0,11200
46,2,12,0,1,1,3,259282.0,18.0,12800
54,9,2,3,0,1,3,18000.0,3.0,74800
18,1,4,1,1,1,3,176000.0,16.0,19800
37,11,3,0,0,1,3,195000.0,18.0,15800
34,9,0,0,1,1,3,186500.0,10.0,8700
26,11,7,3,0,0,3,0.0,1.0,84150
18,11,7,0,0,1,3,138800.0,6.0,26500
18,13,0,1,1,1,3,216000.0,16.0,29500
25,11,0,3,0,1,3,208000.0,15.0,13500
3,9,0,4,3,1,3,59850.0,8.0,73100
54,5,4,3,0,1,3,237000.0,19.0,11800
4,11,0,0,0,1,3,77000.0,20.0,28000
54,11,0,0,0,1,3,173258.0,11.0,23000
26,9,0,1,0,1,3,160000.0,9.0,26800
34,11,12,0,1,1,3,10000.0,23.0,5500
26,9,0,0,0,1,3,210000.0,16.0,21000
12,1,0,0,1,0,3,0.0,2.0,24400
37,9,0,0,0,1,3,185000.0,14.0,43700
45,11,9,0,0,1,3,285000.0,14.0,12600
18,1,0,1,1,1,3,168500.0,13.0,27800
44,9,0,0,0,1,3,194000.0,17.0,21900
20,0,0,1,1,0,3,0.0,1.0,75500
26,9,0,1,0,1,3,20800.0,3.0,80750
3,11,7,0,0,1,3,225000.0,13.0,29900
25,9,0,2,0,0,3,0.0,2.0,40798
25,5,0,3,0,1,3,220000.0,14.0,13900
42,9,0,0,0,1,3,230000.0,16.0,29800
33,9,0,1,0,1,3,110550.0,5.0,37900
33,11,13,0,0,1,3,119000.0,8.0,22000
42,11,7,0,0,1,3,330300.0,24.0,11900
3,11,0,0,0,1,3,99000.0,9.0,31500
15,8,11,0,1,1,3,38000.0,9.0,25160
26,11,0,0,0,1,3,264000.0,14.0,19200
21,10,7,2,0,0,3,0.0,1.0,68500
46,3,3,0,1,1,3,198000.0,18.0,9400
57,7,2,0,0,1,3,132000.0,12.0,28000
18,1,0,1,1,1,3,177000.0,17.0,16800
13,12,3,1,1,1,3,197520.0,15.0,10950
19,13,3,1,1,1,3,136000.0,10.0,30000
54,9,13,3,0,0,3,0.0,1.0,111418
26,11,4,0,0,1,3,219853.0,19.0,11200
46,2,12,0,1,1,3,259282.0,18.0,12800
54,9,2,3,0,1,3,18000.0,3.0,74800
18,1,4,1,1,1,3,176000.0,16.0,19800
37,11,3,0,0,1,3,195000.0,18.0,15800
34,9,0,0,1,1,3,186500.0,10.0,8700
26,11,7,3,0,0,3,0.0,1.0,84150
18,11,7,0,0,1,3,138800.0,6.0,26500
18,13,0,1,1,1,3,216000.0,16.0,29500
25,11,0,3,0,1,3,208000.0,15.0,13500
3,9,0,4,3,1,3,59850.0,8.0,73100
54,5,4,3,0,1,3,237000.0,19.0,11800
4,11,0,0,0,1,3,77000.0,20.0,28000
54,11,0,0,0,1,3,173258.0,11.0,23000
26,9,0,1,0,1,3,160000.0,9.0,26800
54,9,7,3,0,0,3,0.0,1.0,114750
58,11,1,2,0,0,3,0.0,1.0,60350
35,9,3,0,0,0,3,0.0,1.0,484500
26,9,0,1,0,1,3,212000.0,10.0,36500
33,9,7,0,0,1,3,159880.0,10.0,26900
35,9,7,0,0,1,3,241402.0,10.0,49300
33,11,3,1,0,1,3,120000.0,8.0,31000
42,11,7,0,0,1,3,82000.0,9.0,53550
3,9,3,0,0,1,3,51000.0,4.0,147900
34,9,0,0,1,1,3,155000.0,9.0,13000
46,2,2,0,1,1,3,202000.0,19.0,10600
34,11,3,0,1,1,3,93000.0,2.0,18000
37,9,7,0,0,1,3,390000.0,11.0,93500
34,11,0,0,1,1,3,85227.0,22.0,4600
21,10,7,2,0,0,3,0.0,1.0,68500
46,3,3,0,1,1,3,198000.0,18.0,9400
57,7,2,0,0,1,3,132000.0,12.0,28000
18,1,0,1,1,1,3,177000.0,17.0,16800
13,12,3,1,1,1,3,197520.0,15.0,10950
19,13,3,1,1,1,3,136000.0,10.0,30000
54,9,13,3,0,0,3,0.0,1.0,111418
26,11,4,0,0,1,3,219853.0,19.0,11200
46,2,12,0,1,1,3,259282.0,18.0,12800
54,9,2,3,0,1,3,18000.0,3.0,74800
18,1,4,1,1,1,3,176000.0,16.0,19800
37,11,3,0,0,1,3,195000.0,18.0,15800
34,9,0,0,1,1,3,186500.0,10.0,8700
26,11,7,3,0,0,3,0.0,1.0,84150
18,11,7,0,0,1,3,138800.0,6.0,26500
18,13,0,1,1,1,3,216000.0,16.0,29500
25,11,0,3,0,1,3,208000.0,15.0,13500
3,9,0,4,3,1,3,59850.0,8.0,73100
54,5,4,3,0,1,3,237000.0,19.0,11800
4,11,0,0,0,1,3,77000.0,20.0,28000
35,9,2,0,0,1,3,4000.0,2.0,246500
26,9,0,1,0,1,3,161000.0,11.0,28800
42,9,0,0,0,1,3,212150.0,14.0,32640
43,11,7,0,0,0,3,0.0,1.0,494741
45,2,8,0,0,1,3,45000.0,13.0,11000
33,9,13,1,0,1,3,182000.0,9.0,41500
33,9,7,0,0,1,3,159880.0,10.0,26900
18,11,4,0,0,1,3,75000.0,8.0,28500
26,9,0,1,0,1,3,165000.0,9.0,34800
18,11,0,0,0,1,3,267489.0,11.0,18772
47,9,4,0,0,1,3,280000.0,19.0,12500
18,1,0,1,1,1,3,185600.0,14.0,29800
3,11,0,0,0,1,3,195000.0,10.0,33830
37,9,7,0,0,1,3,390000.0,11.0,93500
34,11,0,0,1,1,3,85227.0,22.0,4600
21,10,7,2,0,0,3,0.0,1.0,68500
46,3,3,0,1,1,3,198000.0,18.0,9400
57,7,2,0,0,1,3,132000.0,12.0,28000
18,1,0,1,1,1,3,177000.0,17.0,16800
13,12,3,1,1,1,3,197520.0,15.0,10950
19,13,3,1,1,1,3,136000.0,10.0,30000
54,9,13,3,0,0,3,0.0,1.0,111418
26,11,4,0,0,1,3,219853.0,19.0,11200
46,2,12,0,1,1,3,259282.0,18.0,12800
54,9,2,3,0,1,3,18000.0,3.0,74800
18,1,4,1,1,1,3,176000.0,16.0,19800
37,11,3,0,0,1,3,195000.0,18.0,15800
34,9,0,0,1,1,3,186500.0,10.0,8700
26,11,7,3,0,0,3,0.0,1.0,84150
18,11,7,0,0,1,3,138800.0,6.0,26500
18,13,0,1,1,1,3,216000.0,16.0,29500
25,11,0,3,0,1,3,208000.0,15.0,13500
16,13,0,1,1,0,3,0.0,2.0,48500
41,9,13,0,0,1,3,23000.0,2.0,78030
2,9,7,0,0,0,3,0.0,1.0,135590
28,13,0,1,1,0,3,0.0,1.0,92500
26,11,5,0,0,1,3,37000.0,6.0,31500
54,2,13,0,3,1,3,13777.0,3.0,48450
10,11,0,0,0,1,3,118000.0,8.0,17200
18,11,7,0,0,1,3,96000.0,10.0,21900
33,9,0,1,0,1,3,158000.0,10.0,28500
26,9,0,1,0,1,3,142000.0,8.0,33000
54,11,0,0,0,1,3,29000.0,3.0,59160
3,9,7,0,0,1,3,53500.0,3.0,159460
26,11,0,0,0,1,3,113000.0,6.0,34200
45,10,2,1,1,1,3,130130.0,16.0,29000
33,11,2,0,0,1,3,28000.0,3.0,29500
46,11,3,0,0,1,3,300000.0,27.0,4800
26,11,0,0,0,1,3,43300.0,6.0,26800
47,9,4,0,0,1,3,280000.0,19.0,12500
18,1,0,1,1,1,3,185600.0,14.0,29800
3,11,0,0,0,1,3,195000.0,10.0,33830
37,9,7,0,0,1,3,390000.0,11.0,93500
34,11,0,0,1,1,3,85227.0,22.0,4600
21,10,7,2,0,0,3,0.0,1.0,68500
46,3,3,0,1,1,3,198000.0,18.0,9400
57,7,2,0,0,1,3,132000.0,12.0,28000
18,1,0,1,1,1,3,177000.0,17.0,16800
13,12,3,1,1,1,3,197520.0,15.0,10950
19,13,3,1,1,1,3,136000.0,10.0,30000
54,9,13,3,0,0,3,0.0,1.0,111418
26,11,4,0,0,1,3,219853.0,19.0,11200
46,2,12,0,1,1,3,259282.0,18.0,12800
54,9,2,3,0,1,3,18000.0,3.0,74800
18,1,4,1,1,1,3,176000.0,16.0,19800
37,11,3,0,0,1,3,195000.0,18.0,15800
